ident,type,name,latitude_deg,longitude_deg,municipality 
US-1653,closed,Walters Ranch Landing Field,34.911731,-114.647527,Needles
US-1668,closed,Riley Airport,34.84816,-117.13266,Barstow
US-1669,closed,Chalone Vineyard Airport,36.46537,-121.23436,Paicines
US-1675,closed,Zzyzx Airstrip,35.143373,-116.107035,Zzyzx
US-1676,closed,Halloran Springs Landing Strip,35.369311,-115.8947,Halloran Springs
US-1706,small_airport,Steward Lane Landout,37.14539,-118.26533,Big Pine
US-1712,heliport,Monterey Island Condominium Helipad,34.157171,-118.253354,Glendale
US-1713,small_airport,Paulson Ranch Airstrip,38.22114,-119.21496,Bridgeport
US-1714,heliport,Glendale Gateway Helipad,34.158161,-118.255634,Glendale
US-1715,heliport,800 North Brand Helipad,34.158076,-118.25446,Glendale
US-1717,heliport,207 Goode Helipad,34.157037,-118.256401,Glendale
US-1718,heliport,Embassy Suites by Hilton Helipad,34.157859,-118.257705,Glendale
US-1719,heliport,Hilton Los Angeles North Helipad,34.15876,-118.256375,Glendale
US-1721,heliport,550 North Brand Helipad,34.154303,-118.254615,Glendale
US-1722,heliport,Park Towers West Helipad,34.155608,-118.260924,Glendale
US-1723,heliport,Park Towers East Helipad,34.15563,-118.260076,Glendale
US-1724,heliport,500 North Brand Helipad,34.153202,-118.254717,Glendale
US-1725,heliport,505 North Brand Helipad,34.1533,-118.255436,Glendale
US-1727,closed,Rancho del Otay Airfield,32.646607,-116.942296,Chula Vista
US-1734,heliport,Griffith Helipad,34.123556,-118.285321,Los Angeles
US-1740,closed,Bare Ranch Airport,41.1699,-120.006752,Eagleville
US-1741,closed,Big Bluff Ranch Airport,40.080278,-122.578056,
US-1747,small_airport,Breckenridge Airport,35.362732,-118.856117,Bakersfield
US-1753,heliport,Westwood Place Helipad,34.058781,-118.442126,Los Angeles
US-1754,heliport,Californian on Wilshire Helipad,34.05933,-118.440101,Los Angeles
US-1756,heliport,Longford Condominium Helipad,34.059486,-118.439291,Los Angeles
US-1757,heliport,Carlyle Wilshire Helipad,34.059615,-118.43869,Los Angeles
US-1758,heliport,The Westford Condos Helipad,34.05981,-118.4381,Los Angeles
US-1759,heliport,Park Wilshire Helipad,34.060175,-118.436871,Los Angeles
US-1760,heliport,Remington Towers Helipad,34.060935,-118.437123,Los Angeles
US-1761,heliport,Wilshire Manning Condominiums Helipad,34.06049,-118.435289,Los Angeles
US-1762,heliport,Wilshire House Condominiums Helipad,34.061704,-118.434232,Los Angeles
US-1763,heliport,Wilshire Condominiums Helipad,34.061517,-118.432741,Los Angeles
US-1764,heliport,Ten Five Sixty Condos Helipad,34.062055,-118.432521,Los Angeles
US-1765,heliport,Regency Wilshire Condos Helipad,34.062677,-118.433293,Los Angeles
US-1772,heliport,Wilshire Marquis Condominiums Helipad,34.063366,-118.43303,Los Angeles
US-1774,heliport,Dorchester Condos Helipad,34.063375,-118.432011,Los Angeles
US-1776,closed,Alamitos Landing Strip,32.73738,-115.452524,Heber
US-1777,heliport,Blair House Helipad,34.064317,-118.43141,Los Angeles
US-1779,heliport,Mirabella Condominium Helipad,34.06565,-118.430187,Los Angeles
US-1780,heliport,The Grand Condominiums Helipad,34.065877,-118.431185,Los Angeles
US-1781,heliport,Sterling International Towers Helipad,34.066623,-118.428277,Los Angeles
US-1782,heliport,La Tour Helipad,34.066876,-118.427795,Los Angeles
US-1783,heliport,Diplomat Condominiums Helipad,34.067241,-118.426888,Los Angeles
US-1784,heliport,Beverly West Residences Helipad,34.067645,-118.424968,Los Angeles
US-1792,closed,Sequoia Resort Airport,36.64191,-119.01,Badger
US-1794,heliport,Watermarke Tower Helipad,34.046246,-118.261583,Los Angeles
US-1795,small_airport,Solitude Backcountry Airstrip,38.21736,-119.15894,Bridgeport
US-1796,small_airport,North Mono Landout,38.1002,-119.05277,Mono City
US-1797,small_airport,Crestview Backcountry Airstrip,37.78289,-118.99987,Mammoth Lakes
US-1798,closed,Arcularius Ranch Airport,37.7479,-118.89967,Mammoth Lakes
US-1799,closed,Hammil Landing Strip,37.6749,-118.40367,Bishop
US-1800,small_airport,Cinnamon Ranch Airport,37.67707,-118.3894,Bishop
US-1836,closed,Galway Lake Landing Field,34.53706,-116.46828,Newberry Springs
US-1837,closed,Galway Lake Landing Field,34.53706,-116.46828,Newberry Springs
US-1838,small_airport,Soggy Lake Gliderport,34.4574,-116.69426,Lucerne Valley
US-1839,closed,Landers Airport,34.26952,-116.39218,Landers
US-1840,closed,Giant Rock International Spaceport,34.32908,-116.38491,Landers
US-1873,closed,Cambria Pines Airport,35.554736,-121.076609,Cambria
US-1875,closed,Willow Creek Airport,40.9502,-123.63596,Willow Creek
US-1876,closed,Anderson Airstrip,41.30297,-123.54835,Orleans
US-1877,heliport,Apex Helipad,34.045925,-118.262675,Los Angeles
US-1878,small_airport,Black Butte Airfield,34.50935,-117.72854,Llano
US-1881,small_airport,Wirt Field,34.53139,-117.75359,Llano
US-1882,small_airport,Oasis Airport,34.50889,-117.6458,Phelan
US-1883,small_airport,Antelope Valley Soaring Club Gliderport,34.56135,-117.60316,Phelan
US-1884,small_airport,Flying J Ranch Airport,34.63041,-117.61809,Adelanto
US-1885,small_airport,Tadgyro Gyroport,34.65033,-117.63834,Adelanto
US-1886,small_airport,Snow Airstrip,34.64828,-117.63748,Adelanto
US-1887,small_airport,El Mirage Auxiliary Airfield,34.64404,-117.59592,Adelanto
US-1888,small_airport,Bella Vista Airport,34.62758,-117.64694,Adelanto
US-1892,closed,Border Field,32.53728,-117.11849,San Diego
US-1893,closed,Tyce Airport,32.62955,-117.10138,Chula Vista
US-1894,closed,National City Airport,32.65062,-117.1002,National City
US-1895,closed,Peik's Airport,32.76409,-117.20876,San Diego
US-1896,closed,Del Mar Airport,32.97089,-117.25278,Del Mar
US-1897,heliport,Connexion Burbank Helipad,34.1846,-118.30883,Burbank
US-1898,closed,Lockheed Airport,34.18935,-118.33259,Burbank
US-1899,closed,Brand Field,34.17809,-118.27883,Glendale
US-1900,heliport,Chantry Flat Heliport,34.192321,-118.02218,Arcadia
US-1901,heliport,Mount Wilson Heliport,34.22292,-118.06264,Pasadena
US-1910,heliport,TCW Tower Helipad,34.046815,-118.262967,Los Angeles
US-1930,closed,Alhambra Airport,34.07733,-118.11142,Alhambra
US-1931,closed,Vail Field,34.00313,-118.13506,Commerce
US-1948,small_airport,Darwin Landing Strip,36.263359,-117.597914,Darwin
US-1949,closed,Quartz Hill Airport,34.65,-118.206,Lancaster
US-1996,closed,Selma Landing Field,36.56505,-119.56834,Selma
US-1997,closed,Paiva Intercity Landing Field,36.59897,-119.56047,Parlier
US-2025,closed,Condor Field,34.21353,-116.05345,Twentynine Palms
US-2040,heliport,Airport Courthouse Helistop,33.928321,-118.371354,"Los Angeles33.92843, -118.37135"
US-2041,closed,Murrieta Hot Springs Airport (1962),33.560365,-117.193926,Murrieta
US-2042,closed,Naval Outlying Landing Field Sand Hill,32.832747,-115.151615,Holtville
US-2043,closed,Airport Lake Auxiliary Airfield,35.90233,-117.72971,Ridgecrest
US-2044,heliport,Aero Long Beach 7 Helipad,33.807906,-118.144564,Long Beach
US-2045,heliport,Aero Long Beach 4 Helipad,33.807424,-118.145786,Long Beach
US-2046,heliport,Aero Long Beach 3 Helipad,33.80825,-118.14637,Long Beach
US-2069,small_airport,Seth's Freedom Field,40.176299,-122.334682,Red Bluff
US-2070,heliport,717 Olympic Helipad,34.045085,-118.263319,Los Angeles
US-2098,heliport,The Met Helipad,34.044828,-118.261998,Los Angeles
US-2099,closed,Culver City (Baker) Airport,33.98883,-118.39902,Culver City
US-2101,closed,Los Angeles Motordrome,33.96569,-118.44444,Los Angeles
US-2102,heliport,Airport Towers Number 2 Heliport,33.917749,-118.395247,El Segundo
US-2103,heliport,Pacific Corporate Towers Heliport,33.919022,-118.395277,El Segundo
US-2104,closed,Silver Lake Landing Strip,35.33014,-116.09198,Baker
US-2105,small_airport,Red Pass Ranch Airstrip,35.29002,-116.35214,Fort Irwin
US-2106,heliport,Platform Esther Heliport,33.71881,-118.11393,Seal Beach
US-2107,heliport,Platform Edith Heliport,33.59596,-118.14146,Huntington Beach
US-2108,small_airport,Bartlett Airstrip,36.478642,-118.033521,Lone Pine
US-2109,small_airport,Sage Flat Landing Strip,36.20935,-117.9757,Olancha
US-2110,small_airport,Dunmovin Landing Strip,36.08544,-117.95619,Olancha
US-2111,small_airport,Dunmovin Fallow Alfalfa Landing Field,36.07889,-117.95195,Olancha
US-2112,small_airport,Dunmovin East Landing Strip,36.07917,-117.94621,Olancha
US-2113,small_airport,Gills Airstrip,36.06107,-117.95407,Coso Junction
US-2114,small_airport,Coso Dry Lake Airstrip,36.04032,-117.93444,Coso Junction
US-2115,small_airport,Little Lake Landing Strip,35.95066,-117.90671,Little Lake
US-2116,small_airport,Kennedy Meadows South Landing Strip,35.99393,-118.13463,Inyokern
US-2117,small_airport,Brown Landing Strip,35.78363,-117.84815,Inyokern
US-2118,closed,Randsburg Wash Road Heliport,35.5223,-117.30581,Randsburg
US-2119,small_airport,Minnietta Mine Airport,36.24496,-117.4145,Darwin
US-2120,small_airport,Ballarat Road Landing Strip,36.04214,-117.23249,Ballarat
US-2121,small_airport,Indian Ranch Road Landing Strip,36.05102,-117.22583,Ballarat
US-2122,small_airport,Trona Pinnacles Landing Strip,35.62386,-117.37446,Trona
US-2129,heliport,600 West 9th Street Helipad,34.045108,-118.260891,Los Angeles
US-2130,heliport,Bullocks Building Helipad,34.046036,-118.259014,Los Angeles
US-2131,heliport,8th+Hope Helipad,34.046397,-118.259556,Los Angeles
US-2132,heliport,Sky Lofts Helipad,34.045655,-118.258579,Los Angeles
US-2168,heliport,Riverside Community Hospital Helipad,33.97742,-117.38164,Riverside
US-2170,heliport,Transdec Helipad,32.7038,-117.25102,San Diego
US-2199,closed,Seal Beach Airport (Crawford Field),33.74021,-118.09214,Seal Beach
US-2200,heliport,Anaheim Bay Helipad,33.73792,-118.094434,Seal Beach
US-2201,closed,Disneyland Heliport (1955),33.81101,-117.91596,Anaheim
US-2202,closed,Disneyland Heliport (1957),33.81008,-117.91646,Anaheim
US-2203,closed,Disneyland Heliport (1960),33.81108,-117.92657,Anaheim
US-2244,closed,Never Again Airstrip,38.49502,-119.29651,Bridgeport
US-2319,heliport,Farallon Islands AWRS Helipad,37.697508,-123.002504,San Francisco
US-2327,closed,Bagdad Intermediate Field,34.57327,-115.87824,Bagdad
US-2328,small_airport,Bacon Strip Ranch Airport,34.562397,-115.750065,Amboy
US-2329,closed,Essex Landing Field,34.7516,-115.229,Essex
US-2330,closed,Fenner Air Strip,34.77119,-115.22119,Essex
US-2331,closed,Camp Goffs Army Airfield,34.93675,-115.06807,Goffs
US-2332,closed,Goffs Intermediate Field,34.93492,-115.03168,Goffs
US-2338,closed,Nipomo Airfield,35.05848,-120.52343,Arroyo Grande
US-2339,closed,Souza Airfield,35.3876,-120.62918,Santa Margarita
US-2341,closed,Clark Field,35.24906,-120.65513,San Luis Obispo
US-2342,closed,Weirs Airstrip,35.18497,-120.59028,San Luis Obispo
US-2343,closed,Sky Lawn Airport,35.36747,-120.83743,Morro Bay
US-2344,closed,California Polytechnic State University Airport,35.30858,-120.66782,San Luis Obispo
US-2345,closed,Paso Robles Airport / Sherwood Field,35.6145,-120.655681,Paso Robles
US-2346,closed,Sinclair Field / Flying R Ranch Flying Field,35.761,-120.687,San Miguel
US-2347,small_airport,Pianetta Winery Airstrip,35.82386,-120.70189,San Miguel
US-2348,closed,Ace Field,34.00923,-118.16631,Commerce
US-2351,closed,Middle Aguanga Airstrip,33.43924,-116.87318,Aguanga
US-2352,closed,Sundance Ranch Airstrip,33.48756,-116.92456,Aguanga
US-2354,closed,White Mountain Landing Strip,33.44706,-116.88483,Aguanga
US-2355,closed,Anza Landing Strip,33.55215,-116.65045,Anza
US-2356,closed,Garner Ranch Landing Strip,33.66432,-116.65255,Mountain Center
US-2357,closed,Montgomery Airfield / Marina Airfield,37.80648,-122.43914,San Francisco
US-2359,closed,San Mateo Highlands Airfield,37.51205,-122.33948,San Mateo
US-2361,closed,Bay Meadows Airport,37.54794,-122.29749,San Mateo
US-2362,closed,San Mateo Airport,37.55874,-122.29772,San Mateo
US-2363,closed,Belmont Airport,37.52867,-122.27925,Belmont
US-2364,closed,San Francisco Downtown Heliport,37.79658,-122.39444,San Francisco
US-2365,closed,Paul Mantz Seaplane Base,37.82548,-122.36425,San Francisco
US-2366,closed,Treasure Island Naval Auxiliary Airfield,37.82843,-122.36906,San Francisco
US-2367,closed,Treasure Island (Pan American / Clipper Cove) Seaplane Base,37.81802,-122.36636,San Francisco
US-2368,closed,Clark Dry Lake Naval Auxiliary Airfield,33.33427,-116.28769,Borrego Springs
US-2369,closed,White Airport,39.46126,-123.80045,Fort Bragg
US-2370,closed,Point Arena Hotel Airfield,38.93089,-123.71239,Point Arena
US-2371,closed,Peterson Redding Airport,40.62972,-122.37489,Redding
US-2372,closed,Kirkwood Airport,39.79,-122.13,Orland
US-2373,closed,Williams Intermediate Field,39.09507,-122.15274,Williams
US-2374,closed,Union Lumber Company Airfield,39.43479,-123.81529,Fort Bragg
US-2375,closed,Enterprise Sky Park,40.57616,-122.31911,Redding
US-2376,closed,Redding Sky Ranch,40.50081,-122.37781,Redding
US-2377,closed,Clearlake Oaks Airport,39.02028,-122.65613,Clearlake Oaks
US-2379,closed,Pearce Field,38.93443,-122.62324,Clearlake
US-2380,closed,Clearlake Highlands Airport,38.93559,-122.63218,Clearlake
US-2381,closed,Calistoga Gliderport,38.5783,-122.571716,Calistoga
US-2382,closed,Santa Rosa Air Center,38.41448,-122.75771,Santa Rosa
US-2383,closed,Santa Rosa Municipal Airport / Steiner Field,38.47355,-122.73821,Santa Rosa
US-2384,closed,Santa Rosa Airpark,38.47711,-122.74073,Santa Rosa
US-2385,closed,Santa Rosa Coddingtown Airport,38.47464,-122.74122,Santa Rosa
US-2387,closed,Balfe Ranch Airport,36.87041,-119.57978,Clovis
US-2388,closed,Coalinga Airport (1927),36.14861,-120.35638,Coalinga
US-2389,closed,Colburn Airport,36.20034,-119.18968,Lindsay
US-2390,closed,Cooley Field,37.52572,-122.25248,Redwood City
US-2392,closed,Sebastopol Airport / Cnopius Field,38.40654,-122.81483,Sebastopol
US-2393,closed,Paul Hoberg Airport,38.87141,-122.67717,Middletown
US-2394,closed,Naval Outlying Landing Field Cotati,38.34978,-122.7232,Rohnert Park
US-2395,closed,Central Airport,33.90771,-118.25059,Compton
US-2396,closed,Concord Naval Weapons Station Airfield,37.98996,-122.01831,Concord
US-2397,closed,Concord Airport (1927),37.96969,-121.9949,Concord
US-2398,closed,San Francisco Bay Airdrome,37.78432,-122.28094,Alameda
US-2399,closed,Conejo Valley Airport (1926),34.17842,-118.87237,Thousand Oaks
US-2400,closed,Conejo Valley Airport (1950),34.17774,-118.88193,Thousand Oaks
US-2401,closed,Rancho Conejo Airport,34.1964,-118.9179,Thousand Oaks
US-2402,small_airport,Cordell Landing Private Airport,33.0864,-116.46101,Julian
US-2403,closed,Lockwood Valley Airfield,34.74213,-119.12543,Frazier Park
US-2404,small_airport,Lockwood Airpark,34.75582,-119.06587,Frazier Park
US-2406,closed,Cornell Airport,36.03055,-119.02138,Porterville
US-2407,closed,Stony Bridge Ranch Airport,33.84886,-117.61366,Corona
US-2409,small_airport,Strain Ranch Airport,39.053056,-122.095556,Arbuckle
US-2410,small_airport,Pacific Valley Aviation Airport,39.07541,-122.08247,Arbuckle
US-2411,closed,Crafton Hills Airport,34.03616,-117.07154,Yucaipa
US-2412,closed,Calimesa Airport,33.974328,-117.052496,Calimesa
US-2413,closed,Wilmington / Los Angeles Harbor Airport,33.78791,-118.28601,Wilmington
US-2414,closed,Torrance Field / Bay Cities Airport,33.87376,-118.34798,Torrance
US-2415,heliport,Holiday Inn Torrance Helipad,33.850971,-118.289446,Torrance
US-2416,closed,Cranford Airport,33.8603,-118.05436,Cerritos
US-2417,small_airport,Wonder Valley Landing Strip,34.16051,-115.98728,Twentynine Palms
US-2418,closed,Cuddeback Dry Lake Landing Strip,35.30088,-117.47107,Atolia
US-2419,closed,Cuddeback Lake Gunnery Range Landing Strip,35.28064,-117.39824,Atolia
US-2466,small_airport,Silicz Boyz / Wagy Flat Landing Strip,35.66404,-118.54716,Lake Isabella
US-2467,small_airport,Carver's Cut Landing Strip,36.00557,-118.49114,Johnsondale
US-2468,small_airport,Goler Heights Airstrip,35.42767,-117.73328,Randsburg
US-2469,small_airport,Holland Camp Airstrip,35.46051,-117.79401,Randsburg
US-2470,small_airport,Rick's Strip,35.62674,-118.26595,Weldon
US-2548,heliport,Pendry EHLF Helipad,34.094917,-118.373212,West Hollywood
US-2552,heliport,UC San Diego Medical Center Helipad,32.75418,-117.16552,San Diego
US-2553,closed,Speer Airport,32.74673,-117.20357,San Diego
US-2554,closed,Grande Vista Airport,32.58243,-117.06669,San Diego
US-2555,closed,Wolfe Airpark,32.58559,-117.0526,San Diego
US-2556,closed,Borderland Field,32.5699,-117.06535,San Diego
US-2557,closed,US Border Patrol Imperial Beach Heliport,32.56496,-117.10045,Imperial Beach
US-2568,small_airport,Daley Ranch Airport,33.000601,-116.473357,Julian
US-2569,small_airport,Butterfield Ranch Private Airstrip,32.98305,-116.435414,Julian
US-2570,heliport,Cal Fire San Diego Puerta La Cruz Helipad,33.32242,-116.68363,Warner Springs
US-2580,heliport,Residence Inn by Marriott Los Angeles LA Live Helipad,34.04606,-118.26564,Los Angeles
US-2581,heliport,Ritz-Carlton Residences Helipad,34.04537,-118.266739,Los Angeles
US-2582,heliport,Evo South Helipad,34.04043,-118.26346,Los Angeles
US-2583,heliport,Elleven Helipad,34.041382,-118.262721,Los Angeles
US-2584,heliport,Luma Helipad,34.041636,-118.263273,Los Angeles
US-2585,heliport,Oceanwide Plaza Helipad,34.042859,-118.264765,Los Angeles
US-2586,heliport,California Professional Center Helipad,34.036844,-118.265263,Los Angeles
US-2587,heliport,Renaissance Tower Helipad,34.043348,-118.260757,Los Angeles
US-2588,heliport,LEVEL Los Angeles Helipad,34.043788,-118.257657,Los Angeles
US-2589,heliport,International Jewelry Plaza Helipad,34.047468,-118.252507,Los Angeles
US-2590,heliport,600 Wilshire Helipad,34.04799,-118.25656,Los Angeles
US-2591,heliport,655 Hope Helipad,34.0484,-118.25763,Los Angeles
US-2592,heliport,Wilshire Grand Center Helipad,34.05008,-118.25984,Los Angeles
US-2593,heliport,Ernst & Young Plaza Helipad,34.04933,-118.26067,Los Angeles
US-2594,heliport,777 Tower Helipad,34.04859,-118.26136,Los Angeles
US-2595,heliport,801 Tower Helipad,34.0479,-118.26181,Los Angeles
US-2596,heliport,800 South Figueroa Helipad,34.047535,-118.26095,Los Angeles
US-2597,heliport,Titan Offices Helipad,34.050784,-118.263059,Los Angeles
US-2598,heliport,1100 Wilshire Helipad,34.052152,-118.263802,Los Angeles
US-2599,heliport,Wedbush Center Helipad,34.05051,-118.26125,Los Angeles
US-2600,heliport,Figueroa at Wilshire Helipad,34.050793,-118.259298,Los Angeles
US-2601,heliport,NineFifteen Helipad,34.05102,-118.26006,Los Angeles
US-2602,heliport,Maunlife Investment Plaza Helipad,34.052139,-118.258134,Los Angeles
US-2603,heliport,Citigroup Center Helipad,34.05175,-118.25505,Los Angeles
US-2604,heliport,US Bank Tower Helipad,34.051051,-118.254422,Los Angeles
US-2605,heliport,400 South Hope Helipad,34.05153,-118.25359,Los Angeles
US-2606,heliport,Wells Fargo Center South Tower Helipad,34.052104,-118.252673,Los Angeles
US-2607,heliport,Wells Fargo Center North Tower Helipad,34.052864,-118.251944,Los Angeles
US-2608,heliport,LA Grand Hotel Helipad,34.054353,-118.255763,Los Angeles
US-2609,heliport,Promenade Towers South Helipad,34.05723,-118.25365,Los Angeles
US-2610,heliport,Promenade Towers North Helipad,34.05772,-118.25246,Los Angeles
US-2611,heliport,Figueroa Plaza West Tower Helipad,34.05897,-118.2517,Los Angeles
US-2612,heliport,Figueroa Plaza East Tower Helipad,34.05929,-118.25108,Los Angeles
US-2613,heliport,255 Grand Tower Helipad,34.05368,-118.25156,Los Angeles
US-2614,heliport,One California Plaza Helipad,34.052259,-118.251396,Los Angeles
US-2615,heliport,Two California Plaza Helipad,34.051499,-118.251708,Los Angeles
US-2616,heliport,Metropolis Los Angeles South Helipad,34.048206,-118.263627,Los Angeles
US-2617,heliport,Metropolis Los Angeles North Helipad,34.048801,-118.263595,Los Angeles
US-2618,heliport,TenTen Wilshire Helipad,34.05156,-118.26223,Los Angeles
US-2619,heliport,Little Tokyo Towers Helipad,34.047335,-118.240625,Los Angeles
US-2620,heliport,420 E 3rd St Helipad,34.046726,-118.242298,Los Angeles
US-2621,heliport,Ronald Reagan State Building North Helipad,34.0498,-118.24664,Los Angeles
US-2622,heliport,Ronald Reagan State Building South Helipad,34.04915,-118.24702,Los Angeles
US-2623,heliport,Helipad at the Emerson,34.054153,-118.251327,Los Angeles
US-2624,heliport,Museum Tower Helipad,34.053175,-118.249851,Los Angeles
US-2625,heliport,Omni Los Angeles Hotel Helipad,34.052695,-118.250366,Los Angeles
US-2626,heliport,Angelus Plaza 300 Helipad,34.051886,-118.250163,Los Angeles
US-2627,heliport,Angelus Plaza 240 Helipad,34.052415,-118.249685,Los Angeles
US-2628,heliport,Angelus Plaza 245 Helipad,34.052384,-118.248918,Los Angeles
US-2629,heliport,Angelus Plaza 200 Helipad,34.05342,-118.2487,Los Angeles
US-2630,heliport,Olive Building Helipad,34.053762,-118.249181,Los Angeles
US-2631,heliport,The Vermont East Helipad,34.06145,-118.290712,Los Angeles
US-2632,heliport,The Vermont West Helipad,34.061264,-118.291308,Los Angeles
US-2633,heliport,Wilshire Square Two Helipad,34.062028,-118.295696,Los Angeles
US-2634,heliport,Metroplex Helipad,34.06141,-118.301275,Los Angeles
US-2635,heliport,Wilshire Serrano Building Helipad,34.06233,-118.306189,Los Angeles
US-2636,heliport,Solair Condos Helipad,34.062668,-118.308753,Los Angeles
US-2637,heliport,5055 Wilshire Helipad,34.06246,-118.34042,Los Angeles
US-2638,closed,Chaplin Airport,34.06152,-118.36445,Los Angeles
US-2639,heliport,City National Bank Helipad,34.06272,-118.36192,Los Angeles
US-2640,heliport,6500 Wilshire Helipad,34.06361,-118.370261,Los Angeles
US-2649,heliport,Smith Barney Tower Helipad,32.874037,-117.212529,San Diego
US-2650,heliport,Northern Trust Tower Helipad,32.873992,-117.211161,San Diego
US-2685,heliport,Marriott Marquis San Diego Marina Helipad,32.70784,-117.164962,San Diego
US-2686,heliport,1620 5th Avenue Helipad,32.722292,-117.160504,San Diego
US-2687,heliport,DoubleTree San Diego Downtown Helipad,32.722495,-117.165332,San Diego
US-2688,heliport,Scripps Memorial Hospital Encinitas Helipad,33.037099,-117.285109,Encinitas
US-2689,heliport,NRG Cabrillo Power Heliport,33.13862,-117.33732,Carlsbad
US-2690,heliport,Naval Hospital Camp Pendleton Heliport,33.21874,-117.38795,Oceanside
US-2691,small_airport,Camp Pendleton Highway Strip,33.30775,-117.47198,Oceanside
US-2692,closed,Camp Pendleton Strip #2,33.26014,-117.43348,Oceanside
US-2693,closed,NOLF Hourglass Field,32.90932,-117.12168,San Diego
US-2694,closed,Capistrano Airport (1931),33.47187,-117.67766,Dana Point
US-2695,closed,Capistrano Airport (1946),33.48549,-117.67644,San Juan Capistrano
US-2696,closed,Capistrano Airport (1966),33.48506,-117.67154,San Juan Capistrano
US-2697,heliport,UC San Diego Health Downtown Helipad,32.713296,-117.165068,San Diego
US-2698,heliport,Koll Center Helipad,32.715327,-117.167642,San Diego
US-2699,heliport,Emerald Plaza South Helipad,32.716041,-117.166958,San Diego
US-2700,heliport,Emerald Plaza North Helipad,32.716506,-117.16684,San Diego
US-2701,heliport,Hall of Justice Helipad,32.71633,-117.166057,San Diego
US-2702,heliport,Symphony Towers South Helipad,32.718022,-117.157913,San Diego
US-2703,heliport,Symphony Towers North Helipad,32.718618,-117.157946,San Diego
US-2704,heliport,Wells Fargo Plaza Helipad,32.71739,-117.160687,San Diego
US-2705,heliport,Corporate Center Helipad,32.717165,-117.167816,San Diego
US-2706,heliport,Best Western Plus Bayside Inn Helipad,32.719547,-117.167666,San Diego
US-2707,heliport,Assault Craft Unit Five Helipad,33.26065,-117.43077,Oceanside
US-2708,heliport,Camp Pendleton AOL Helipad,33.262499,-117.422497,Oceanside
US-2709,heliport,Camp Pendleton Stuart Mesa Helipad,33.276385,-117.428699,Oceanside
US-2710,heliport,Camp Pendleton Las Flores Heliport,33.31945,-117.48939,Oceanside
US-2711,heliport,Camp Pendleton Gladiator Beach Heliport,33.32833,-117.49861,Oceanside
US-2712,closed,Cypress Airpark,33.82905,-118.01425,Anaheim
US-2713,closed,Meadowlark Airport,33.71722,-118.03878,Huntington Beach
US-2714,closed,Huntington Beach Airport (1932),33.67444,-118.01676,Huntington Beach
US-2715,closed,Huntington Beach Airport (1946),33.646,-117.979,Huntington Beach
US-2716,closed,Naval Outlying Landing Field Horse Farm,33.7944,-118.00591,Garden Grove
US-2717,closed,Naval Outlying Landing Field Haster Field,33.763,-117.965,Garden Grove
US-2718,heliport,Ocean Club Helipad,33.764907,-118.175478,Long Beach
US-2719,heliport,Pacific Condominiums Helipad,33.765538,-118.182013,Long Beach
US-2720,heliport,The Current Helipad,33.76659,-118.184052,Long Beach
US-2721,heliport,Harbor Place Tower Condos Helipad,33.765904,-118.185854,Long Beach
US-2722,heliport,Aqua Condominiums East Helipad,33.766028,-118.187292,Long Beach
US-2723,heliport,Aqua Condominiums West Helipad,33.766104,-118.188246,Long Beach
US-2724,heliport,Chase Bank Helipad,33.766929,-118.187297,Long Beach
US-2725,heliport,Westin Long Beach Helipad,33.767344,-118.188161,Long Beach
US-2726,heliport,Shoreline Square Helipad,33.767696,-118.188933,Long Beach
US-2727,heliport,180 Building Helipad,33.766171,-118.191272,Long Beach
US-2728,heliport,Renaissance Long Beach Hotel Helipad,33.767428,-118.191454,Long Beach
US-2729,heliport,Landmark Square Helipad,33.767491,-118.19323,Long Beach
US-2730,heliport,Camden Harbor View Apartments East Helipad,33.766555,-118.19477,Long Beach
US-2731,heliport,Camden Harbor View Apartments West Helipad,33.766555,-118.195199,Long Beach
US-2732,heliport,West Ocean North Helipad,33.766679,-118.196728,Long Beach
US-2733,heliport,West Ocean South Helipad,33.766131,-118.196722,Long Beach
US-2734,heliport,World Trade Center Helipad,33.767803,-118.199828,Long Beach
US-2735,heliport,Hilton Long Beach Helipad,33.767991,-118.201212,Long Beach
US-2736,heliport,Molina Center North Helipad,33.766653,-118.199962,Long Beach
US-2737,heliport,Molina Center South Helipad,33.766345,-118.200349,Long Beach
US-2738,heliport,Hyatt Regency Long Beach Helipad,33.76288,-118.190355,Long Beach
US-2739,heliport,Residence Inn by Marriott Long Beach Downtown Helipad,33.75861,-118.20149,Long Beach
US-2740,closed,NAS Terminal Island Seaplane Base,33.74657,-118.25308,San Pedro
US-2741,heliport,Defense Fuel Support Point San Pedro Helipad,33.7772,-118.29759,San Pedro
US-2742,heliport,Point Vicente Lighthouse Helipad,33.74144,-118.41028,Rancho Palos Verdes
US-2743,heliport,Redondo Generating Station Helipad,33.851183,-118.393858,Redondo Beach
US-2744,heliport,Marina Pointe Azzurra Helipad,33.985053,-118.445234,Marina del Rey
US-2745,heliport,Marina Pointe Cove Helipad,33.984778,-118.44487,Marina del Rey
US-2746,heliport,Marina Pointe Regatta Seaside Helipad,33.984617,-118.444194,Marina del Rey
US-2747,heliport,Ventura County Medical Center Helipad,34.27657,-119.25264,Ventura
US-2748,heliport,Mariposa Oil Facility Helipad,34.47638,-120.20636,Goleta
US-2749,heliport,Platform Heritage Helipad,34.35029,-120.27919,Goleta
